,Extra service,Maximum Room Occupancy,Number of Rooms of Type,Room Name,Room Size,exampleDAPDollar,exampleDAPPercentage,exampleRADDollar,exampleRADPercentage,extraServiceFeesAmount,home,iD,maximumDAP,maximumRAD,rADExceedsThresholdApproved,serviceID,serviceSubType,suburb
4414,N,1,6,Standard Plus,16,21.51,50.0,125000.0,50.0,0.0,Mater Aged Care,1-E6-574,43.01,250000.0,Pending Approval,1-EP-3096,Single room + ensuite,FORBES
4415,N,1,0,Cedar House,12 metres square,34.41,50.0,200000.0,50.0,,Mater Christi Aged Care Facility,1-E6-358,68.82,400000.0,No,1-EP-5322,Single room + ensuite,TOORMINA
4416,N,1,0,Banksia House,12 metres square,34.41,50.0,200000.0,50.0,,Mater Christi Aged Care Facility,1-E6-358,68.82,400000.0,No,1-EP-5322,Single room + ensuite,TOORMINA
4417,N,1,0,House Six,12 metres square,34.41,50.0,200000.0,50.0,,Mater Christi Aged Care Facility,1-E6-358,68.82,400000.0,No,1-EP-5322,Single room + ensuite,TOORMINA
4418,N,1,0,Honeysuckle House,12 metres square,30.11,50.0,175000.0,50.0,,Mater Christi Aged Care Facility,1-E6-358,60.22,350000.0,No,1-EP-5322,Single room + ensuite,TOORMINA
4419,N,1,0,Acacia House,12 metres square,34.41,50.0,200000.0,50.0,,Mater Christi Aged Care Facility,1-E6-358,68.82,400000.0,No,1-EP-5322,Single room + ensuite,TOORMINA
4420,N,1,0,Waratah,15.2,30.11,50.0,175000.0,50.0,,Matthew Flinders Home Inc,1-E6-1709,60.22,350000.0,Pending Approval,1-EP-2360,Single room + ensuite,PORT LINCOLN
4421,N,1,0,Banksia,14,21.51,50.0,125000.0,50.0,,Matthew Flinders Home Inc,1-E6-1709,43.01,250000.0,Pending Approval,1-EP-2360,Single room + no bathroom or ensuite,PORT LINCOLN
4422,N,2,0,Melaleuca,19.3,16.18,50.0,94000.0,50.0,,Matthew Flinders Home Inc,1-E6-1709,32.35,188000.0,Pending Approval,1-EP-2360,Shared room + no bathroom or ensuite,PORT LINCOLN
4423,N,1,0,CATEGORY 1,13.5sqm approx,34.41,50.0,200000.0,50.0,,Maybanke Aged Care Plus Centre,1-E6-57,68.82,400000.0,No,1-EP-257,Single room + ensuite,DULWICH HILL
4424,N,1,0,CATEGORY 2,13.5sqm approx,33.55,50.0,195000.0,50.0,,Maybanke Aged Care Plus Centre,1-E6-57,67.1,390000.0,No,1-EP-257,Single room + ensuite,DULWICH HILL
4425,Y,1,37,West Wing - Extra Service,16,33.55,50.0,195000.0,50.0,32.0,Mayfield Aged Care,1-E6-510,67.1,390000.0,No,1-EP-5151,Single room + ensuite,MAYFIELD
4426,N,1,10,Waratah - Single Rooms,14,21.51,50.0,125000.0,50.0,0.0,Mayfield Aged Care,1-E6-510,43.01,250000.0,No,1-EP-5151,Single room + no bathroom or ensuite,MAYFIELD
4427,N,2,7,Waratah - Double Rooms,21,18.07,50.0,105000.0,50.0,0.0,Mayfield Aged Care,1-E6-510,36.13,210000.0,No,1-EP-5151,Shared room + no bathroom or ensuite,MAYFIELD
4428,N,2,3,Waratah - Double share ensuite,21,18.93,50.0,110000.0,50.0,0.0,Mayfield Aged Care,1-E6-510,37.85,220000.0,No,1-EP-5151,Shared room + shared bathroom,MAYFIELD
4429,N,1,7,Private Room with En-suite new,17sqm,56.74,50.0,329750.0,50.0,,Mayflower Brighton,1-AU-11,113.47,659500.0,Yes,1-B5-497,Single room + ensuite,BRIGHTON EAST
4430,N,1,137,Private room with private ensuite,Standard room,47.32,50.0,275000.0,50.0,,Mayflower Brighton,1-AU-11,94.63,550000.0,No,1-B5-497,Single room + ensuite,BRIGHTON EAST
4431,N,1,0,MB Private room with ensuite,16 - 16.5sqm,47.32,50.0,275000.0,50.0,,Mayflower Brighton,1-AU-11,94.63,550000.0,No,1-B5-497,Single room + ensuite,BRIGHTON EAST
4432,N,1,5,Private Room with Balcony & en,17sqm + 14sqm private balcony,61.12,50.0,355250.0,50.0,,Mayflower Brighton,1-AU-11,122.24,710500.0,Yes,1-B5-497,Single room + ensuite,BRIGHTON EAST
4433,N,1,0,Private Room with Private ensuite,11.5,30.11,50.0,175000.0,50.0,,Mayflower Reservoir,1-E6-768,60.22,350000.0,No,1-EP-6206,Single room + ensuite,RESERVOIR
4434,N,1,0,Private Room with Shared ensuite,11.5,30.11,50.0,175000.0,50.0,,Mayflower Reservoir,1-E6-768,60.22,350000.0,No,1-EP-6206,Single room + shared bathroom,RESERVOIR
4435,N,1,17,Tasman,The rooms range from 3.3m x3.02m to 4.51m x 2.98m,27.96,50.0,162500.0,50.0,0.0,McCauley Lodge,1-E6-129,55.92,325000.0,No,1-EP-5290,Single room + no bathroom or ensuite,THIRROUL
4436,N,1,17,Thirroul,Rooms range from 4.75m x 4.76m to 6.53m x 4.33m,34.41,50.0,200000.0,50.0,0.0,McCauley Lodge,1-E6-129,68.82,400000.0,No,1-EP-5290,Single room + ensuite,THIRROUL
4437,N,1,0,Single,15.5,22.37,50.0,130000.0,50.0,,McDougall Park Nursing Home,1-E6-1916,44.73,260000.0,No,1-EP-2052,Single room + no bathroom or ensuite,COMO
4438,N,2,1,Double - ensuite,26.4,17.69,50.0,102787.0,50.0,,McDougall Park Nursing Home,1-E6-1916,35.37,205574.0,No,1-EP-2052,Shared room + ensuite,COMO
4439,N,2,1,Double,14.5,17.69,50.0,102787.0,50.0,,McDougall Park Nursing Home,1-E6-1916,35.37,205574.0,No,1-EP-2052,Shared room + no bathroom or ensuite,COMO
4440,N,3,1,Shared 3,29.6,17.69,50.0,102787.0,50.0,,McDougall Park Nursing Home,1-E6-1916,35.37,205574.0,No,1-EP-2052,Shared room + no bathroom or ensuite,COMO
4441,N,4,1,Shared 4,29.6,17.69,50.0,102787.0,50.0,,McDougall Park Nursing Home,1-E6-1916,35.37,205574.0,No,1-EP-2052,Shared room + no bathroom or ensuite,COMO
4442,N,1,0,Single - ensuite,12.5,22.37,50.0,130000.0,50.0,,McDougall Park Nursing Home,1-E6-1916,44.73,260000.0,No,1-EP-2052,Single room + shared bathroom,COMO
4443,N,1,0,Single - private ensuite,16.3,25.38,50.0,147500.0,50.0,,McDougall Park Nursing Home,1-E6-1916,50.76,295000.0,No,1-EP-2052,Single room + ensuite,COMO
4444,N,1,0,Hot Deal,approximately 19m2,16.35,50.0,95000.0,50.0,,McGowan Lodge,1-E6-1291,32.69,190000.0,No,1-EP-5589,Single room + ensuite,NAMBOUR
4445,N,1,0,Studio,approximately 19m2,21.51,50.0,125000.0,50.0,,McGowan Lodge,1-E6-1291,43.01,250000.0,No,1-EP-5589,Single room + ensuite,NAMBOUR
4446,N,2,0,Double,approximately 28 m2,34.41,50.0,200000.0,50.0,,McGowan Lodge,1-E6-1291,68.82,400000.0,No,1-EP-5589,Single room + ensuite,NAMBOUR
4447,N,2,1,Couples Room with Ensuite,18 - 20 Square Meters,30.11,50.0,175000.0,50.0,,McGregor Gardens Aged Care,1-E6-1098,60.22,350000.0,No,1-EP-1532,Shared room + shared bathroom,PAKENHAM
4448,N,1,0,Tier 1 - Single Room with Ensuite,14-16 square metres,30.11,50.0,175000.0,50.0,,McGregor Gardens Aged Care,1-E6-1098,60.22,350000.0,No,1-EP-1532,Single room + ensuite,PAKENHAM
4449,N,1,0,Tier 2 - Single Room,18 - 20 square metres,43.02,50.0,250000.0,50.0,,McGregor Gardens Aged Care,1-E6-1098,86.03,500000.0,No,1-EP-1532,Single room + ensuite,PAKENHAM
4450,N,1,13,Hector Wing,12.58,27.96,50.0,162500.0,50.0,0.0,McLean Care Ltd,1-E6-75,55.92,325000.0,No,1-EP-180,Single room + ensuite,INVERELL
4451,N,1,13,Worgan Wing,12.2,27.96,50.0,162500.0,50.0,0.0,McLean Care Ltd,1-E6-75,55.92,325000.0,No,1-EP-180,Single room + shared bathroom,INVERELL
4452,N,2,13,Worgan Wing Twin Share,21.5,27.96,50.0,162500.0,50.0,0.0,McLean Care Ltd,1-E6-75,55.92,325000.0,No,1-EP-180,Shared room + shared bathroom,INVERELL
4453,N,1,31,Chisolm Wing,12.5,27.96,50.0,162500.0,50.0,0.0,McLean Care Ltd,1-E6-75,55.92,325000.0,No,1-EP-180,Single room + shared bathroom,INVERELL
4454,N,1,31,Chisolm Wing Twin Share,22.2,27.96,50.0,162500.0,50.0,0.0,McLean Care Ltd,1-E6-75,55.92,325000.0,No,1-EP-180,Single room + shared bathroom,INVERELL
4455,N,1,44,Argyll Centre,17.95,27.96,50.0,162500.0,50.0,0.0,McLean Care Ltd,1-E6-75,55.92,325000.0,No,1-EP-180,Single room + shared bathroom,INVERELL
4456,N,2,31,Argyll Centre Twin Share,30.6,27.96,50.0,162500.0,50.0,0.0,McLean Care Ltd,1-E6-75,55.92,325000.0,No,1-EP-180,Shared room + shared bathroom,INVERELL
4457,N,1,13,Arrawatta Lodge,16.2,27.96,50.0,162500.0,50.0,0.0,McLean Care Ltd,1-E6-75,55.92,325000.0,No,1-EP-180,Single room + ensuite,INVERELL
4458,N,1,52,Beresford Coward Hostel,22.7,27.96,50.0,162500.0,50.0,0.0,McLean Care Ltd,1-E6-75,55.92,325000.0,No,1-EP-180,Single room + ensuite,INVERELL
4459,N,1,19,Fully Supported,12,0.0,50.0,0.0,50.0,0.0,McLean Lodge Hostel,1-1KALCV,0.0,0.0,,1-1KC5B6,Single room + shared bathroom,TRAVANCORE
4460,N,1,2,Non supported,12,30.11,50.0,175000.0,50.0,0.0,McLean Lodge Hostel,1-1KALCV,60.22,350000.0,,1-1KC5B6,Single room + shared bathroom,TRAVANCORE
4461,N,1,0,Room 1,12.075,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4462,N,1,0,Room 2,12.006,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4463,N,1,0,Room 3,12.25,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4464,N,1,0,Room 4,11.9716,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4465,N,1,0,Room 5,11.9716,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4466,N,1,0,Room 6,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4467,N,1,0,Room 7,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4468,N,1,0,Room 8,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4469,N,1,0,Room 9,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4470,N,1,0,Room 10,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4471,N,1,0,Room 11,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4472,N,1,0,Room 12,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4473,N,1,0,Room 13,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4474,N,1,0,Room 14,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4475,N,1,0,Room 15,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4476,N,1,0,Room 16,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4477,N,1,0,Room 17,12.18,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4478,N,1,0,Room 18,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4479,N,1,0,Room 19,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4480,N,1,0,Room 20,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4481,N,1,0,Room 21,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4482,N,1,0,Room 22,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4483,N,1,0,Room 23,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4484,N,1,0,Room 24,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4485,N,1,0,Room 25,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4486,N,1,0,Room 26,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4487,N,1,0,Room 27,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4488,N,1,0,Room 28,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4489,N,1,0,Room 29,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4490,N,1,0,Room 30,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4491,N,1,0,Room 31,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4492,N,1,0,Room 32,12.1104,30.11,50.0,175000.0,50.0,,McLellan House Hostel,1-E6-895,60.22,350000.0,Pending Approval,1-EP-3681,Single room + ensuite,JACANA
4493,N,1,10,2002 Room,14.5 square meters,17.21,50.0,100000.0,50.0,0.0,McMaugh Gardens Hostel,1-E6-267,34.41,200000.0,No,1-EP-2193,Single room + ensuite,URALLA
4494,N,1,4,2006 Room,14 square meters,17.21,50.0,100000.0,50.0,0.0,McMaugh Gardens Hostel,1-E6-267,34.41,200000.0,No,1-EP-2193,Single room + ensuite,URALLA
4495,N,1,20,1991 room,16 square meters,17.21,50.0,100000.0,50.0,0.0,McMaugh Gardens Hostel,1-E6-267,34.41,200000.0,No,1-EP-2193,Single room + ensuite,URALLA
4496,N,1,0,Group 3: Deluxe Single Room with Ensuite,20m2,36.99,50.0,215000.0,50.0,,McNamara Lodge,1-E6-2041,73.98,430000.0,No,1-EP-3394,Single room + ensuite,MEADOW SPRINGS
4497,N,1,0,Group 1: Standard Single Room with Ensuite,16m2,21.51,50.0,125000.0,50.0,,McNamara Lodge,1-E6-2041,43.01,250000.0,No,1-EP-3394,Single room + ensuite,MEADOW SPRINGS
4498,N,1,0,Group 2: Premium Standard Single Room with Ensuite,20m2,30.11,50.0,175000.0,50.0,,McNamara Lodge,1-E6-2041,60.22,350000.0,No,1-EP-3394,Single room + ensuite,MEADOW SPRINGS
4499,N,1,33,Standard Plus,16,42.59,50.0,247500.0,50.0,0.0,McQuoin Park,1-E6-135,85.17,495000.0,Pending Approval,1-EP-5050,Single room + ensuite,WAITARA
4500,N,1,4,Standard,12,33.12,50.0,192500.0,50.0,0.0,McQuoin Park,1-E6-135,66.24,385000.0,Pending Approval,1-EP-5050,Single room + no bathroom or ensuite,WAITARA
4501,N,2,18,Shared,19,28.39,50.0,165000.0,50.0,0.0,McQuoin Park,1-E6-135,56.78,330000.0,Pending Approval,1-EP-5050,Shared room + no bathroom or ensuite,WAITARA
4502,N,2,18,Shared,19,28.39,50.0,165000.0,50.0,0.0,Meath Care Como,1-E6-1840,56.78,330000.0,Pending Approval,1-EP-6174,Shared room + no bathroom or ensuite,COMO
4503,N,1,,Superior Room,66m2,52.05,50.0,302500.0,50.0,0.0,mecwacare Malvern Centre,1-AU-232,104.09,605000.0,Yes,1-1MSHN8,Single room + ensuite,MALVERN
4504,N,1,,Superior Suite,44m2,104.53,50.0,607500.0,50.0,0.0,mecwacare Malvern Centre,1-AU-232,209.05,1215000.0,Yes,1-1MSHN8,Single room + ensuite,MALVERN
4505,N,1,,Deluxe Suite,66m2,156.57,50.0,910000.0,50.0,0.0,mecwacare Malvern Centre,1-AU-232,313.14,1820000.0,Yes,1-1MSHN8,Single room + ensuite,MALVERN
4506,N,1,,Standard Room,14.4m2,39.58,50.0,230000.0,50.0,0.0,mecwacare Noel Miller Centre,1-AU-9,79.15,460000.0,Yes,1-1N1K70,Single room + ensuite,GLEN IRIS
4507,N,1,,Superior Room,15.4m2,43.88,50.0,255000.0,50.0,0.0,mecwacare Noel Miller Centre,1-AU-9,87.75,510000.0,,1-1N1K70,Single room + ensuite,GLEN IRIS
4508,N,1,,Deluxe Room,17m2,47.75,50.0,277500.0,50.0,0.0,mecwacare Noel Miller Centre,1-AU-9,95.49,555000.0,,1-1N1K70,Single room + ensuite,GLEN IRIS
4509,N,1,,Superior Room,Range from between 17m2 to 20m2,38.71,50.0,225000.0,50.0,0.0,mecwacare Park Hill,1-AU-73,77.42,450000.0,,1-1WRYJX,Single room + ensuite,MORNINGTON
4510,N,1,,Deluxe Room,Range from between 17m² to 20m²,40.87,50.0,237500.0,50.0,0.0,mecwacare Park Hill,1-AU-73,81.73,475000.0,,1-1WRYJX,Single room + ensuite,MORNINGTON
4511,N,1,,Standard Room,Range from between 17m2 to 20m2,30.11,50.0,175000.0,50.0,0.0,mecwacare Park Hill,1-AU-73,60.22,350000.0,,1-1WRYJX,Single room + ensuite,MORNINGTON
4512,N,1,,Standard Room,Range from between 17m2 to 20m2,30.11,50.0,175000.0,50.0,0.0,mecwacare Richmond Hill,1-AU-34,60.22,350000.0,,1-1OOCCZ,Single room + ensuite,RICHMOND
4513,N,1,,Standard Room,10.8m2,39.58,50.0,230000.0,50.0,0.0,mecwacare Sir Donald & Lady Trescowthick Centre,1-AU-66,79.15,460000.0,,1-1NZOCG,Single room + ensuite,PRAHRAN
4514,N,1,,Superior Room,12.8m2,41.3,50.0,240000.0,50.0,0.0,mecwacare Sir Donald & Lady Trescowthick Centre,1-AU-66,82.59,480000.0,,1-1NZOCG,Single room + ensuite,PRAHRAN
4515,N,1,,Deluxe Room,17.7m2,43.88,50.0,255000.0,50.0,0.0,mecwacare Sir Donald & Lady Trescowthick Centre,1-AU-66,87.75,510000.0,,1-1NZOCG,Single room + ensuite,PRAHRAN
4516,N,1,0,Room 33,19,30.11,50.0,175000.0,50.0,,Medea Park Hostel,1-E6-1932,60.22,350000.0,No,1-EP-1250,Single room + ensuite,ST HELENS
4517,N,1,0,Room 34 - 52,19,30.11,50.0,175000.0,50.0,,Medea Park Hostel,1-E6-1932,60.22,350000.0,No,1-EP-1250,Single room + ensuite,ST HELENS
4518,N,2,0,Room 15 - 16,21,16.0,50.0,93000.0,50.0,,Medea Park Nursing Home,1-E6-1977,32.0,186000.0,No,1-EP-2280,Shared room + no bathroom or ensuite,ST HELENS
4519,N,1,0,Room 17 - 18,17,21.51,50.0,125000.0,50.0,,Medea Park Nursing Home,1-E6-1977,43.01,250000.0,No,1-EP-2280,Single room + no bathroom or ensuite,ST HELENS
4520,N,1,0,Room 28 - 31,18,30.11,50.0,175000.0,50.0,,Medea Park Nursing Home,1-E6-1977,60.22,350000.0,No,1-EP-2280,Single room + ensuite,ST HELENS
4521,N,2,0,Room 19 - 20,17,16.0,50.0,93000.0,50.0,,Medea Park Nursing Home,1-E6-1977,32.0,186000.0,No,1-EP-2280,Shared room + no bathroom or ensuite,ST HELENS
4522,N,1,0,"Room 21, 23, 25, 26",16,30.11,50.0,175000.0,50.0,,Medea Park Nursing Home,1-E6-1977,60.22,350000.0,No,1-EP-2280,Single room + ensuite,ST HELENS
4523,N,1,0,Room 27,25,30.11,50.0,175000.0,50.0,,Medea Park Nursing Home,1-E6-1977,60.22,350000.0,No,1-EP-2280,Single room + ensuite,ST HELENS
4524,N,1,0,Room 1 - 12,16,30.11,50.0,175000.0,50.0,,Medea Park Nursing Home,1-E6-1977,60.22,350000.0,No,1-EP-2280,Single room + ensuite,ST HELENS
4525,N,1,0,Room 13 - 14,13,18.93,50.0,110000.0,50.0,,Medea Park Nursing Home,1-E6-1977,37.85,220000.0,No,1-EP-2280,Single room + no bathroom or ensuite,ST HELENS
4526,N,1,0,Room 22 & 24,16,30.11,50.0,175000.0,50.0,,Medea Park Nursing Home,1-E6-1977,60.22,350000.0,No,1-EP-2280,Single room + ensuite,ST HELENS
4527,N,1,23,Large single,19,35.7,50.0,207500.0,50.0,0.0,Medina Manor,1-AU-85,71.4,415000.0,Pending Approval,1-B5-193,Single room + ensuite,THORNBURY
4528,N,1,18,Single large ens,16,30.54,50.0,177500.0,50.0,0.0,Medina Manor,1-AU-85,61.08,355000.0,Pending Approval,1-B5-193,Single room + ensuite,THORNBURY
4529,N,1,3,Single private,16,27.1,50.0,157500.0,50.0,0.0,Medina Manor,1-AU-85,54.2,315000.0,Pending Approval,1-B5-193,Single room + ensuite,THORNBURY
4530,N,1,0,DB17/18/19/21/22,12.95,26.67,50.0,155000.0,50.0,,Meercroft Care,1-E6-1969,53.34,310000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4531,N,1,0,DB20,12.95,26.67,50.0,155000.0,50.0,,Meercroft Care,1-E6-1969,53.34,310000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4532,N,1,0,DB23/24/02/03/04/05,12.95,25.9,50.0,150500.0,50.0,,Meercroft Care,1-E6-1969,51.79,301000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4533,N,1,0,HB17/18/19/20,16.7,24.35,50.0,141500.0,50.0,,Meercroft Care,1-E6-1969,48.69,283000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4534,N,1,0,HB01,17,25.47,50.0,148000.0,50.0,,Meercroft Care,1-E6-1969,50.93,296000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4535,N,1,0,HB02/03/04,17,24.61,50.0,143000.0,50.0,,Meercroft Care,1-E6-1969,49.21,286000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4536,N,1,0,HRB01,13.8,24.61,50.0,143000.0,50.0,,Meercroft Care,1-E6-1969,49.21,286000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4537,N,1,0,HRB02/HRB03,13.4,24.09,50.0,140000.0,50.0,,Meercroft Care,1-E6-1969,48.18,280000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4538,N,1,0,HB05/06/08/21/24,11.37,23.57,50.0,137000.0,50.0,,Meercroft Care,1-E6-1969,47.14,274000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4539,N,1,0,NRB01,17,25.47,50.0,148000.0,50.0,,Meercroft Care,1-E6-1969,50.93,296000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4540,N,1,0,NB01/02//27/28/29,16.4,25.04,50.0,145500.0,50.0,,Meercroft Care,1-E6-1969,50.07,291000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4541,N,1,0,NB03/05/07/08/09,18,25.47,50.0,148000.0,50.0,,Meercroft Care,1-E6-1969,50.93,296000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4542,N,1,0,HB07/22/23/25/26/27/28/29/30/39/40/41/42/43/44,10.2,23.32,50.0,135500.0,50.0,,Meercroft Care,1-E6-1969,46.63,271000.0,No,1-EP-4131,Single room + shared bathroom,DEVONPORT
4543,N,1,0,HB31/32/37/38,17.07,24.35,50.0,141500.0,50.0,,Meercroft Care,1-E6-1969,48.69,283000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4544,N,1,0,HB33/34/35/36,17.7,24.61,50.0,143000.0,50.0,,Meercroft Care,1-E6-1969,49.21,286000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4545,N,1,0,DRB01/DB13,12.95,23.57,50.0,137000.0,50.0,,Meercroft Care,1-E6-1969,47.14,274000.0,No,1-EP-4131,Single room + no bathroom or ensuite,DEVONPORT
4546,N,1,0,DB11/12/14/15/16,12.95,23.57,50.0,137000.0,50.0,,Meercroft Care,1-E6-1969,47.14,274000.0,No,1-EP-4131,Single room + no bathroom or ensuite,DEVONPORT
4547,N,1,0,DB01/02/03/04/05/06/07/08/09/10,12.95,23.49,50.0,136500.0,50.0,,Meercroft Care,1-E6-1969,46.97,273000.0,No,1-EP-4131,Single room + no bathroom or ensuite,DEVONPORT
4548,N,1,0,NB04/06,18,25.47,50.0,148000.0,50.0,,Meercroft Care,1-E6-1969,50.93,296000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4549,N,1,0,NB10,18,26.5,50.0,154000.0,50.0,,Meercroft Care,1-E6-1969,52.99,308000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4550,N,1,0,NB11/12/13/25/26,11,24.35,50.0,141500.0,50.0,,Meercroft Care,1-E6-1969,48.69,283000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4551,N,2,0,NB14/15/16,23,23.49,50.0,136500.0,50.0,,Meercroft Care,1-E6-1969,46.97,273000.0,No,1-EP-4131,Shared room + ensuite,DEVONPORT
4552,N,1,0,NB17/19/20/23,18,25.04,50.0,145500.0,50.0,,Meercroft Care,1-E6-1969,50.07,291000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4553,N,1,0,NB18/24,18,25.04,50.0,145500.0,50.0,,Meercroft Care,1-E6-1969,50.07,291000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4554,N,1,0,NB30/32/34/36/38/39,16.8,30.28,50.0,176000.0,50.0,,Meercroft Care,1-E6-1969,60.56,352000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4555,N,1,0,NB31/33/35/37/41/43/45/46/47,16.8,29.94,50.0,174000.0,50.0,,Meercroft Care,1-E6-1969,59.88,348000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4556,N,1,0,NB40/42/44,16.8,28.82,50.0,167500.0,50.0,,Meercroft Care,1-E6-1969,57.64,335000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
